Date,Time,temp,humidity,pressure,light,rain,wind
2025-05-20,04:00,9.4,85.2,1007.5,0.8,1020,0.0
2025-05-20,05:00,10.2,83.9,1007.6,12.5,1020,0.0
2025-05-20,06:00,10.6,83.0,1007.5,717.5,1020,0.0
2025-05-20,07:00,11.6,79.5,1008.2,2755.8,1020,0.0
2025-05-20,08:00,13.2,76.3,1008.4,7054.2,1020,0.0
2025-05-20,09:00,13.8,74.9,1008.5,4933.3,1020,0.0
2025-05-20,10:00,18.0,62.8,1008.5,13071.7,1020,0.0
2025-05-20,11:00,17.5,65.4,1008.6,16019.2,1020,0.0
2025-05-20,12:00,18.1,64.2,1008.3,15586.7,1020,0.0
2025-05-20,13:00,19.0,59.0,1007.9,18902.5,1020,0.0
2025-05-20,14:00,20.0,58.4,1007.4,21126.7,1020,0.0
2025-05-20,15:00,14.2,90.7,1007.4,3990.8,250,0.0
2025-05-20,16:00,13.3,93.3,1007.4,5911.7,670,0.0
2025-05-20,17:00,11.5,97.7,1007.6,1310.0,800,0.0
2025-05-20,18:00,9.9,100,1008.0,3212.5,600,0.0
2025-05-20,19:00,9.9,100,1007.7,1670.8,370,0.0
2025-05-20,20:00,10.1,94.2,1006.3,3656.7,670,0.0
2025-05-20,21:00,10.1,94.0,1006.3,723.3,1020,0.0
2025-05-20,22:00,9.7,96.9,1006.7,5.0,1020,0.0
2025-05-20,23:00,10.3,95.1,1006.6,0.8,1020,0.0
2025-05-21,01:00,9.8,95.7,1006.3,0.8,240,0.0
2025-05-21,02:00,9.5,98.7,1006.0,0.8,240,0.0
2025-05-21,03:00,9.5,97.4,1005.6,0.8,220,0.0
2025-05-21,04:00,8.2,99.7,1005.5,0.8,240,0.0
2025-05-21,05:00,7.7,100,1005.3,31.7,470,0.0
2025-05-21,06:00,8.6,100,1005.5,1153.3,450,0.0
2025-05-21,07:00,10.0,98.4,1005.8,2848.3,380,0.0
2025-05-21,08:00,12.4,90.9,1005.9,3620.0,340,0.0
2025-05-21,09:00,15.2,80.0,1006.5,37439.2,310,0.0
2025-05-21,10:00,21.2,56.2,1006.4,45494.2,350,0.0
2025-05-21,11:00,19.7,58.4,1006.6,51224.2,320,0.0
2025-05-21,12:00,21.4,58.7,1006.4,54612.5,310,0.0
2025-05-21,13:00,22.5,53.6,1006.5,54612.5,320,0.0
2025-05-21,14:00,25.8,45.1,1006.2,54612.5,310,0.0
2025-05-21,15:00,25.7,42.1,1005.9,52045.0,310,0.0
2025-05-21,16:00,29.5,35.1,1005.6,32635.0,320,0.0
2025-05-21,17:00,29.5,32.3,1005.3,31562.5,320,0.0
2025-05-21,18:00,22.4,47.8,1005.1,18071.7,320,0.0
2025-05-21,19:00,20.8,46.1,1005.0,4475.8,320,0.0
2025-05-21,20:00,19.8,50.4,1004.9,2531.7,310,0.0
2025-05-21,21:00,17.9,50.8,1005.1,778.3,310,0.0
2025-05-21,22:00,15.4,53.6,1005.8,6.7,310,0.0
2025-05-21,23:00,14.1,51.1,1006.1,0.8,310,0.0
2025-05-22,01:00,11.1,74.7,1006.1,0.8,310,0.0
2025-05-22,02:00,10.1,83.7,1005.9,0.8,310,0.0
2025-05-22,03:00,9.5,88.4,1006.1,0.8,310,0.0
2025-05-22,04:00,8.2,89.5,1006.1,0.8,320,0.0
2025-05-22,05:00,7.9,92.6,1006.0,37.5,360,0.0
2025-05-22,06:00,8.9,90.3,1006.5,1666.7,360,0.0
2025-05-22,07:00,9.2,90.4,1006.7,2584.2,480,0.0
2025-05-22,08:00,10.9,84.0,1006.9,7487.5,530,0.0
2025-05-22,09:00,14.2,74.4,1007.1,13348.3,520,0.0
2025-05-22,10:00,15.8,67.8,1007.1,25045.8,540,0.0
2025-05-22,11:00,18.4,57.8,1007.2,17958.3,510,0.0
2025-05-22,12:00,19.8,55.7,1007.2,54612.5,490,0.0
2025-05-22,13:00,21.8,49.4,1007.1,54612.5,490,0.0
2025-05-22,14:00,20.5,51.1,1007.1,54612.5,490,0.0
2025-05-22,15:00,21.6,51.3,1007.0,51402.5,490,0.0
2025-05-22,16:00,25.2,44.8,1007.1,41868.3,510,0.0
2025-05-22,17:00,27.7,39.4,1006.8,26325.0,500,0.0
2025-05-22,18:00,25.7,40.7,1006.6,17852.5,490,0.0
2025-05-22,19:00,16.2,63.9,1006.6,3421.7,520,0.0
2025-05-22,20:00,14.7,69.7,1006.7,2205.8,490,0.0
2025-05-22,21:00,12.3,75.9,1006.6,817.5,480,0.0
2025-05-22,22:00,10.5,81.7,1006.9,7.5,480,0.0
2025-05-22,23:00,9.8,84.5,1006.7,0.8,480,0.0
2025-05-23,01:00,8.3,89.9,1006.6,0.8,520,0.0
2025-05-23,02:00,8.0,91.7,1006.4,0.8,540,0.0
2025-05-23,03:00,8.9,91.5,1005.9,0.8,580,0.0
2025-05-23,04:00,10.3,85.9,1005.6,0.8,920,0.0
2025-05-23,05:00,9.5,88.1,1005.3,51.7,950,0.0
2025-05-23,06:00,9.8,86.9,1005.1,1323.3,960,0.0
2025-05-23,07:00,11.2,80.9,1005.0,3565.0,980,0.0
2025-05-23,08:00,13.3,72.4,1005.1,8725.0,1000,0.0
2025-05-23,09:00,16.1,55.9,1005.1,21764.2,1000,0.0
2025-05-23,10:00,17.4,56.4,1005.1,42921.7,1000,0.0
2025-05-23,11:00,20.3,41.7,1004.7,40632.5,1000,0.0
2025-05-23,12:00,21.9,41.8,1004.4,45800.0,1000,0.0
2025-05-23,13:00,21.2,48.1,1003.9,26566.7,1010,0.0
2025-05-23,14:00,19.5,58.6,1003.8,19995.0,1010,0.0
2025-05-23,15:00,17.5,72.2,1003.4,20404.2,610,0.0
2025-05-23,16:00,16.8,80.9,1002.8,16196.7,260,0.0
2025-05-23,17:00,15.7,89.7,1002.3,10323.3,240,0.0
2025-05-23,18:00,15.6,91.2,1001.9,5508.3,250,0.0
2025-05-23,19:00,15.3,93.1,1001.3,3262.5,370,0.0
2025-05-23,20:00,15.6,92.3,1000.5,3305.0,870,0.0
2025-05-23,21:00,15.8,91.9,1000.2,770.0,820,0.0
2025-05-23,22:00,15.6,93.7,999.8,7.5,830,0.0
